Frame index, Frame time (ms), DLSS-G Frame Duration (ms), CPU memory (MB), GPU memory (MB)
4005, 7.62, 7.62, 0.00, 0.00
4006, 7.06, 7.06, 0.00, 0.00
4007, 7.45, 7.45, 0.00, 0.00
4008, 7.09, 7.09, 0.00, 0.00
4009, 7.64, 7.64, 0.00, 0.00
4010, 7.07, 7.07, 0.00, 0.00
4011, 7.67, 7.67, 0.00, 0.00
4012, 7.95, 7.95, 0.00, 0.00
4013, 7.04, 7.04, 0.00, 0.00
4014, 6.64, 6.64, 0.00, 0.00
4015, 8.14, 8.14, 0.00, 0.00
4016, 6.91, 6.91, 0.00, 0.00
4017, 6.61, 6.61, 0.00, 0.00
4018, 7.50, 7.50, 0.00, 0.00
4019, 7.49, 7.49, 0.00, 0.00
4020, 6.65, 6.65, 0.00, 0.00
4021, 7.60, 7.60, 0.00, 0.00
4022, 7.06, 7.06, 0.00, 0.00
4023, 7.84, 7.84, 0.00, 0.00
4024, 7.16, 7.16, 0.00, 0.00
4025, 6.65, 6.65, 0.00, 0.00
4026, 7.78, 7.78, 0.00, 0.00
4027, 6.74, 6.74, 0.00, 0.00
4028, 7.48, 7.48, 0.00, 0.00
4029, 7.25, 7.25, 0.00, 0.00
4030, 7.40, 7.40, 0.00, 0.00
4031, 7.59, 7.59, 0.00, 0.00
4032, 6.69, 6.69, 0.00, 0.00
4033, 7.20, 7.20, 0.00, 0.00
4034, 7.50, 7.50, 0.00, 0.00
4035, 7.47, 7.47, 0.00, 0.00
4036, 7.13, 7.13, 0.00, 0.00
4037, 7.67, 7.67, 0.00, 0.00
4038, 7.05, 7.05, 0.00, 0.00
4039, 7.51, 7.51, 0.00, 0.00
4040, 7.07, 7.07, 0.00, 0.00
4041, 7.27, 7.27, 0.00, 0.00
4042, 7.25, 7.25, 0.00, 0.00
4043, 7.18, 7.18, 0.00, 0.00
4044, 7.59, 7.59, 0.00, 0.00
4045, 7.08, 7.08, 0.00, 0.00
4046, 7.37, 7.37, 0.00, 0.00
4047, 7.47, 7.47, 0.00, 0.00
4048, 7.12, 7.12, 0.00, 0.00
4049, 7.45, 7.45, 0.00, 0.00
4050, 7.08, 7.08, 0.00, 0.00
4051, 7.45, 7.45, 0.00, 0.00
4052, 7.32, 7.32, 0.00, 0.00
4053, 7.53, 7.53, 0.00, 0.00
4054, 7.09, 7.09, 0.00, 0.00
4055, 7.34, 7.34, 0.00, 0.00
4056, 7.46, 7.46, 0.00, 0.00
4057, 6.95, 6.95, 0.00, 0.00
4058, 7.59, 7.59, 0.00, 0.00
4059, 7.22, 7.22, 0.00, 0.00
4060, 7.13, 7.13, 0.00, 0.00
4061, 7.61, 7.61, 0.00, 0.00
4062, 7.04, 7.04, 0.00, 0.00
4063, 7.49, 7.49, 0.00, 0.00
4064, 7.92, 7.92, 0.00, 0.00
4065, 7.05, 7.05, 0.00, 0.00
4066, 7.03, 7.03, 0.00, 0.00
4067, 7.67, 7.67, 0.00, 0.00
4068, 7.29, 7.29, 0.00, 0.00
4069, 7.52, 7.52, 0.00, 0.00
4070, 7.11, 7.11, 0.00, 0.00
4071, 7.67, 7.67, 0.00, 0.00
4072, 7.09, 7.09, 0.00, 0.00
4073, 7.45, 7.45, 0.00, 0.00
4074, 7.09, 7.09, 0.00, 0.00
4075, 7.59, 7.59, 0.00, 0.00
4076, 7.08, 7.08, 0.00, 0.00
4077, 7.63, 7.63, 0.00, 0.00
4078, 7.06, 7.06, 0.00, 0.00
4079, 7.34, 7.34, 0.00, 0.00
4080, 7.42, 7.42, 0.00, 0.00
4081, 7.25, 7.25, 0.00, 0.00
4082, 7.59, 7.59, 0.00, 0.00
4083, 7.06, 7.06, 0.00, 0.00
4084, 7.51, 7.51, 0.00, 0.00
4085, 7.41, 7.41, 0.00, 0.00
4086, 7.07, 7.07, 0.00, 0.00
4087, 7.46, 7.46, 0.00, 0.00
4088, 7.07, 7.07, 0.00, 0.00
4089, 7.60, 7.60, 0.00, 0.00
4090, 6.87, 6.87, 0.00, 0.00
4091, 7.64, 7.64, 0.00, 0.00
4092, 7.83, 7.83, 0.00, 0.00
4093, 6.80, 6.80, 0.00, 0.00
4094, 6.99, 6.99, 0.00, 0.00
4095, 7.62, 7.62, 0.00, 0.00
4096, 7.18, 7.18, 0.00, 0.00
4097, 7.51, 7.51, 0.00, 0.00
4098, 7.02, 7.02, 0.00, 0.00
4099, 7.40, 7.40, 0.00, 0.00
4100, 7.22, 7.22, 0.00, 0.00
4101, 7.49, 7.49, 0.00, 0.00
4102, 7.23, 7.23, 0.00, 0.00
4103, 7.88, 7.88, 0.00, 0.00
4104, 7.26, 7.26, 0.00, 0.00
4105, 7.46, 7.46, 0.00, 0.00
4106, 6.99, 6.99, 0.00, 0.00
4107, 7.50, 7.50, 0.00, 0.00
4108, 7.00, 7.00, 0.00, 0.00
4109, 7.68, 7.68, 0.00, 0.00
4110, 7.07, 7.07, 0.00, 0.00
4111, 7.40, 7.40, 0.00, 0.00
4112, 7.03, 7.03, 0.00, 0.00
4113, 7.64, 7.64, 0.00, 0.00
4114, 6.96, 6.96, 0.00, 0.00
4115, 7.46, 7.46, 0.00, 0.00
4116, 7.44, 7.44, 0.00, 0.00
4117, 7.14, 7.14, 0.00, 0.00
4118, 7.33, 7.33, 0.00, 0.00
4119, 7.64, 7.64, 0.00, 0.00
4120, 7.00, 7.00, 0.00, 0.00
4121, 7.47, 7.47, 0.00, 0.00
4122, 7.76, 7.76, 0.00, 0.00
4123, 6.85, 6.85, 0.00, 0.00
4124, 7.31, 7.31, 0.00, 0.00
4125, 7.42, 7.42, 0.00, 0.00
4126, 7.55, 7.55, 0.00, 0.00
4127, 7.00, 7.00, 0.00, 0.00
4128, 7.55, 7.55, 0.00, 0.00
4129, 7.68, 7.68, 0.00, 0.00
4130, 6.94, 6.94, 0.00, 0.00
4131, 6.96, 6.96, 0.00, 0.00
4132, 7.47, 7.47, 0.00, 0.00
4133, 7.05, 7.05, 0.00, 0.00
4134, 7.57, 7.57, 0.00, 0.00
4135, 6.90, 6.90, 0.00, 0.00
4136, 7.93, 7.93, 0.00, 0.00
4137, 6.86, 6.86, 0.00, 0.00
4138, 7.42, 7.42, 0.00, 0.00
4139, 7.29, 7.29, 0.00, 0.00
4140, 7.39, 7.39, 0.00, 0.00
4141, 7.17, 7.17, 0.00, 0.00
4142, 7.45, 7.45, 0.00, 0.00
4143, 7.02, 7.02, 0.00, 0.00
4144, 7.57, 7.57, 0.00, 0.00
4145, 6.90, 6.90, 0.00, 0.00
4146, 7.41, 7.41, 0.00, 0.00
4147, 7.35, 7.35, 0.00, 0.00
4148, 7.50, 7.50, 0.00, 0.00
4149, 7.14, 7.14, 0.00, 0.00
4150, 7.81, 7.81, 0.00, 0.00
4151, 6.62, 6.62, 0.00, 0.00
4152, 7.64, 7.64, 0.00, 0.00
4153, 7.24, 7.24, 0.00, 0.00
4154, 7.33, 7.33, 0.00, 0.00
4155, 7.24, 7.24, 0.00, 0.00
4156, 7.56, 7.56, 0.00, 0.00
4157, 7.85, 7.85, 0.00, 0.00
4158, 7.10, 7.10, 0.00, 0.00
4159, 7.07, 7.07, 0.00, 0.00
4160, 6.76, 6.76, 0.00, 0.00
4161, 7.55, 7.55, 0.00, 0.00
4162, 7.06, 7.06, 0.00, 0.00
4163, 7.33, 7.33, 0.00, 0.00
4164, 7.44, 7.44, 0.00, 0.00
4165, 6.84, 6.84, 0.00, 0.00
4166, 7.63, 7.63, 0.00, 0.00
4167, 7.32, 7.32, 0.00, 0.00
4168, 6.88, 6.88, 0.00, 0.00
4169, 7.61, 7.61, 0.00, 0.00
4170, 6.94, 6.94, 0.00, 0.00
4171, 7.49, 7.49, 0.00, 0.00
4172, 7.13, 7.13, 0.00, 0.00
4173, 7.64, 7.64, 0.00, 0.00
4174, 6.96, 6.96, 0.00, 0.00
4175, 7.49, 7.49, 0.00, 0.00
4176, 7.31, 7.31, 0.00, 0.00
4177, 7.63, 7.63, 0.00, 0.00
4178, 7.06, 7.06, 0.00, 0.00
4179, 7.84, 7.84, 0.00, 0.00
4180, 6.76, 6.76, 0.00, 0.00
4181, 7.23, 7.23, 0.00, 0.00
4182, 7.17, 7.17, 0.00, 0.00
4183, 7.33, 7.33, 0.00, 0.00
4184, 7.56, 7.56, 0.00, 0.00
4185, 7.06, 7.06, 0.00, 0.00
4186, 7.54, 7.54, 0.00, 0.00
4187, 6.92, 6.92, 0.00, 0.00
4188, 7.59, 7.59, 0.00, 0.00
4189, 7.33, 7.33, 0.00, 0.00
4190, 7.36, 7.36, 0.00, 0.00
4191, 7.52, 7.52, 0.00, 0.00
4192, 7.55, 7.55, 0.00, 0.00
4193, 7.57, 7.57, 0.00, 0.00
4194, 7.46, 7.46, 0.00, 0.00
4195, 7.53, 7.53, 0.00, 0.00
4196, 7.18, 7.18, 0.00, 0.00
4197, 7.69, 7.69, 0.00, 0.00
4198, 7.50, 7.50, 0.00, 0.00
4199, 8.06, 8.06, 0.00, 0.00
4200, 7.17, 7.17, 0.00, 0.00
4201, 7.21, 7.21, 0.00, 0.00
4202, 6.86, 6.86, 0.00, 0.00
4203, 7.15, 7.15, 0.00, 0.00
4204, 7.32, 7.32, 0.00, 0.00
4205, 6.98, 6.98, 0.00, 0.00
4206, 6.69, 6.69, 0.00, 0.00
4207, 7.27, 7.27, 0.00, 0.00
4208, 6.89, 6.89, 0.00, 0.00
4209, 7.33, 7.33, 0.00, 0.00
4210, 7.70, 7.70, 0.00, 0.00
4211, 7.37, 7.37, 0.00, 0.00
4212, 6.92, 6.92, 0.00, 0.00
4213, 6.99, 6.99, 0.00, 0.00
4214, 6.89, 6.89, 0.00, 0.00
4215, 7.37, 7.37, 0.00, 0.00
4216, 7.20, 7.20, 0.00, 0.00
4217, 7.66, 7.66, 0.00, 0.00
4218, 6.59, 6.59, 0.00, 0.00
4219, 7.31, 7.31, 0.00, 0.00
4220, 7.50, 7.50, 0.00, 0.00
4221, 7.44, 7.44, 0.00, 0.00
4222, 7.03, 7.03, 0.00, 0.00
4223, 7.29, 7.29, 0.00, 0.00
4224, 7.47, 7.47, 0.00, 0.00
4225, 7.13, 7.13, 0.00, 0.00
4226, 7.30, 7.30, 0.00, 0.00
4227, 7.46, 7.46, 0.00, 0.00
4228, 7.26, 7.26, 0.00, 0.00
4229, 7.46, 7.46, 0.00, 0.00
4230, 6.91, 6.91, 0.00, 0.00
4231, 7.05, 7.05, 0.00, 0.00
4232, 7.46, 7.46, 0.00, 0.00
4233, 7.40, 7.40, 0.00, 0.00
4234, 7.05, 7.05, 0.00, 0.00
4235, 7.00, 7.00, 0.00, 0.00
4236, 7.58, 7.58, 0.00, 0.00
4237, 6.85, 6.85, 0.00, 0.00
4238, 7.44, 7.44, 0.00, 0.00
4239, 6.91, 6.91, 0.00, 0.00
4240, 7.26, 7.26, 0.00, 0.00
4241, 7.60, 7.60, 0.00, 0.00
4242, 6.86, 6.86, 0.00, 0.00
4243, 7.44, 7.44, 0.00, 0.00
4244, 7.11, 7.11, 0.00, 0.00
4245, 7.52, 7.52, 0.00, 0.00
4246, 6.75, 6.75, 0.00, 0.00
4247, 8.09, 8.09, 0.00, 0.00
4248, 7.52, 7.52, 0.00, 0.00
4249, 6.76, 6.76, 0.00, 0.00
4250, 6.59, 6.59, 0.00, 0.00
4251, 7.54, 7.54, 0.00, 0.00
4252, 6.85, 6.85, 0.00, 0.00
4253, 7.56, 7.56, 0.00, 0.00
4254, 6.99, 6.99, 0.00, 0.00
4255, 7.25, 7.25, 0.00, 0.00
4256, 7.21, 7.21, 0.00, 0.00
4257, 7.16, 7.16, 0.00, 0.00
4258, 7.45, 7.45, 0.00, 0.00
4259, 7.41, 7.41, 0.00, 0.00
4260, 6.91, 6.91, 0.00, 0.00
4261, 7.50, 7.50, 0.00, 0.00
4262, 6.65, 6.65, 0.00, 0.00
4263, 7.52, 7.52, 0.00, 0.00
4264, 7.16, 7.16, 0.00, 0.00
4265, 6.98, 6.98, 0.00, 0.00
4266, 7.45, 7.45, 0.00, 0.00
4267, 6.86, 6.86, 0.00, 0.00
4268, 7.14, 7.14, 0.00, 0.00
4269, 7.13, 7.13, 0.00, 0.00
4270, 7.32, 7.32, 0.00, 0.00
4271, 7.26, 7.26, 0.00, 0.00
4272, 6.94, 6.94, 0.00, 0.00
4273, 8.26, 8.26, 0.00, 0.00
4274, 6.69, 6.69, 0.00, 0.00
4275, 6.94, 6.94, 0.00, 0.00
4276, 6.68, 6.68, 0.00, 0.00
4277, 7.03, 7.03, 0.00, 0.00
4278, 7.33, 7.33, 0.00, 0.00
4279, 6.68, 6.68, 0.00, 0.00
4280, 7.22, 7.22, 0.00, 0.00
4281, 7.00, 7.00, 0.00, 0.00
4282, 6.72, 6.72, 0.00, 0.00
4283, 7.97, 7.97, 0.00, 0.00
4284, 7.21, 7.21, 0.00, 0.00
4285, 6.80, 6.80, 0.00, 0.00
4286, 6.63, 6.63, 0.00, 0.00
4287, 6.42, 6.42, 0.00, 0.00
4288, 7.17, 7.17, 0.00, 0.00
4289, 6.72, 6.72, 0.00, 0.00
4290, 7.91, 7.91, 0.00, 0.00
4291, 7.62, 7.62, 0.00, 0.00
4292, 7.63, 7.63, 0.00, 0.00
4293, 7.72, 7.72, 0.00, 0.00
4294, 7.23, 7.23, 0.00, 0.00
4295, 6.55, 6.55, 0.00, 0.00
4296, 6.81, 6.81, 0.00, 0.00
4297, 6.48, 6.48, 0.00, 0.00
4298, 6.53, 6.53, 0.00, 0.00
4299, 6.79, 6.79, 0.00, 0.00
4300, 6.82, 6.82, 0.00, 0.00
4301, 7.00, 7.00, 0.00, 0.00
4302, 6.61, 6.61, 0.00, 0.00
4303, 6.25, 6.25, 0.00, 0.00
4304, 6.98, 6.98, 0.00, 0.00
4305, 7.08, 7.08, 0.00, 0.00
4306, 6.84, 6.84, 0.00, 0.00
4307, 6.54, 6.54, 0.00, 0.00
4308, 6.78, 6.78, 0.00, 0.00
4309, 6.86, 6.86, 0.00, 0.00
4310, 6.77, 6.77, 0.00, 0.00
4311, 6.71, 6.71, 0.00, 0.00
4312, 6.77, 6.77, 0.00, 0.00
4313, 6.98, 6.98, 0.00, 0.00
4314, 7.08, 7.08, 0.00, 0.00
4315, 7.40, 7.40, 0.00, 0.00
4316, 6.89, 6.89, 0.00, 0.00
4317, 7.65, 7.65, 0.00, 0.00
4318, 6.68, 6.68, 0.00, 0.00
4319, 6.50, 6.50, 0.00, 0.00
4320, 6.43, 6.43, 0.00, 0.00
4321, 6.53, 6.53, 0.00, 0.00
4322, 7.01, 7.01, 0.00, 0.00
4323, 6.61, 6.61, 0.00, 0.00
4324, 8.14, 8.14, 0.00, 0.00
4325, 6.45, 6.45, 0.00, 0.00
4326, 6.52, 6.52, 0.00, 0.00
4327, 6.80, 6.80, 0.00, 0.00
4328, 6.65, 6.65, 0.00, 0.00
4329, 6.69, 6.69, 0.00, 0.00
4330, 6.67, 6.67, 0.00, 0.00
4331, 7.11, 7.11, 0.00, 0.00
4332, 6.58, 6.58, 0.00, 0.00
4333, 6.83, 6.83, 0.00, 0.00
4334, 6.77, 6.77, 0.00, 0.00
4335, 6.90, 6.90, 0.00, 0.00
4336, 6.89, 6.89, 0.00, 0.00
4337, 6.76, 6.76, 0.00, 0.00
4338, 6.63, 6.63, 0.00, 0.00
4339, 6.46, 6.46, 0.00, 0.00
4340, 7.03, 7.03, 0.00, 0.00
4341, 6.65, 6.65, 0.00, 0.00
4342, 7.17, 7.17, 0.00, 0.00
4343, 6.89, 6.89, 0.00, 0.00
4344, 7.42, 7.42, 0.00, 0.00
4345, 6.96, 6.96, 0.00, 0.00
4346, 6.76, 6.76, 0.00, 0.00
4347, 6.82, 6.82, 0.00, 0.00
4348, 6.91, 6.91, 0.00, 0.00
4349, 6.82, 6.82, 0.00, 0.00
4350, 6.88, 6.88, 0.00, 0.00
4351, 6.61, 6.61, 0.00, 0.00
4352, 6.44, 6.44, 0.00, 0.00
4353, 6.55, 6.55, 0.00, 0.00
4354, 6.54, 6.54, 0.00, 0.00
4355, 6.56, 6.56, 0.00, 0.00
4356, 6.89, 6.89, 0.00, 0.00
4357, 6.41, 6.41, 0.00, 0.00
4358, 6.87, 6.87, 0.00, 0.00
4359, 6.58, 6.58, 0.00, 0.00
4360, 6.59, 6.59, 0.00, 0.00
4361, 6.55, 6.55, 0.00, 0.00
4362, 6.75, 6.75, 0.00, 0.00
4363, 7.13, 7.13, 0.00, 0.00
4364, 6.72, 6.72, 0.00, 0.00
4365, 6.59, 6.59, 0.00, 0.00
4366, 6.85, 6.85, 0.00, 0.00
4367, 6.92, 6.92, 0.00, 0.00
4368, 6.70, 6.70, 0.00, 0.00
4369, 6.59, 6.59, 0.00, 0.00
4370, 6.84, 6.84, 0.00, 0.00
4371, 6.65, 6.65, 0.00, 0.00
4372, 6.83, 6.83, 0.00, 0.00
4373, 6.52, 6.52, 0.00, 0.00
4374, 7.13, 7.13, 0.00, 0.00
4375, 6.52, 6.52, 0.00, 0.00
4376, 6.85, 6.85, 0.00, 0.00
4377, 6.70, 6.70, 0.00, 0.00
4378, 6.66, 6.66, 0.00, 0.00
4379, 6.76, 6.76, 0.00, 0.00
4380, 6.88, 6.88, 0.00, 0.00
4381, 7.20, 7.20, 0.00, 0.00
4382, 6.75, 6.75, 0.00, 0.00
4383, 6.82, 6.82, 0.00, 0.00
4384, 6.91, 6.91, 0.00, 0.00
4385, 6.99, 6.99, 0.00, 0.00
4386, 6.95, 6.95, 0.00, 0.00
4387, 6.97, 6.97, 0.00, 0.00
4388, 6.94, 6.94, 0.00, 0.00
4389, 6.92, 6.92, 0.00, 0.00
4390, 6.93, 6.93, 0.00, 0.00
4391, 6.91, 6.91, 0.00, 0.00
4392, 7.00, 7.00, 0.00, 0.00
4393, 6.99, 6.99, 0.00, 0.00
4394, 6.97, 6.97, 0.00, 0.00
4395, 7.27, 7.27, 0.00, 0.00
4396, 6.82, 6.82, 0.00, 0.00
4397, 7.18, 7.18, 0.00, 0.00
4398, 6.74, 6.74, 0.00, 0.00
4399, 6.67, 6.67, 0.00, 0.00
4400, 6.85, 6.85, 0.00, 0.00
4401, 7.06, 7.06, 0.00, 0.00
4402, 6.79, 6.79, 0.00, 0.00
4403, 6.99, 6.99, 0.00, 0.00
4404, 7.05, 7.05, 0.00, 0.00
4405, 6.89, 6.89, 0.00, 0.00
4406, 6.88, 6.88, 0.00, 0.00
4407, 6.95, 6.95, 0.00, 0.00
4408, 6.96, 6.96, 0.00, 0.00
4409, 6.90, 6.90, 0.00, 0.00
4410, 8.00, 8.00, 0.00, 0.00
4411, 7.21, 7.21, 0.00, 0.00
4412, 7.07, 7.07, 0.00, 0.00
4413, 6.78, 6.78, 0.00, 0.00
4414, 6.65, 6.65, 0.00, 0.00
4415, 6.88, 6.88, 0.00, 0.00
4416, 6.55, 6.55, 0.00, 0.00
4417, 6.90, 6.90, 0.00, 0.00
4418, 6.64, 6.64, 0.00, 0.00
4419, 6.76, 6.76, 0.00, 0.00
4420, 6.95, 6.95, 0.00, 0.00
4421, 6.89, 6.89, 0.00, 0.00
4422, 6.99, 6.99, 0.00, 0.00
4423, 6.96, 6.96, 0.00, 0.00
4424, 6.91, 6.91, 0.00, 0.00
4425, 6.94, 6.94, 0.00, 0.00
4426, 6.93, 6.93, 0.00, 0.00
4427, 7.11, 7.11, 0.00, 0.00
4428, 6.80, 6.80, 0.00, 0.00
4429, 7.16, 7.16, 0.00, 0.00
4430, 7.81, 7.81, 0.00, 0.00
4431, 6.61, 6.61, 0.00, 0.00
4432, 6.82, 6.82, 0.00, 0.00
4433, 6.87, 6.87, 0.00, 0.00
4434, 7.60, 7.60, 0.00, 0.00
4435, 7.61, 7.61, 0.00, 0.00
4436, 6.54, 6.54, 0.00, 0.00
4437, 6.78, 6.78, 0.00, 0.00
4438, 6.39, 6.39, 0.00, 0.00
4439, 6.62, 6.62, 0.00, 0.00
4440, 6.73, 6.73, 0.00, 0.00
4441, 6.83, 6.83, 0.00, 0.00
4442, 7.32, 7.32, 0.00, 0.00
4443, 6.79, 6.79, 0.00, 0.00
4444, 6.77, 6.77, 0.00, 0.00
4445, 6.81, 6.81, 0.00, 0.00
4446, 7.09, 7.09, 0.00, 0.00
4447, 6.95, 6.95, 0.00, 0.00
4448, 6.98, 6.98, 0.00, 0.00
4449, 6.91, 6.91, 0.00, 0.00
4450, 6.83, 6.83, 0.00, 0.00
4451, 7.03, 7.03, 0.00, 0.00
4452, 6.89, 6.89, 0.00, 0.00
4453, 7.09, 7.09, 0.00, 0.00
4454, 6.96, 6.96, 0.00, 0.00
4455, 6.89, 6.89, 0.00, 0.00
4456, 6.77, 6.77, 0.00, 0.00
4457, 6.91, 6.91, 0.00, 0.00
4458, 7.17, 7.17, 0.00, 0.00
4459, 6.75, 6.75, 0.00, 0.00
4460, 7.36, 7.36, 0.00, 0.00
4461, 7.20, 7.20, 0.00, 0.00
4462, 6.93, 6.93, 0.00, 0.00
4463, 6.79, 6.79, 0.00, 0.00
4464, 6.68, 6.68, 0.00, 0.00
4465, 7.41, 7.41, 0.00, 0.00
4466, 7.09, 7.09, 0.00, 0.00
4467, 7.23, 7.23, 0.00, 0.00
4468, 6.68, 6.68, 0.00, 0.00
4469, 6.85, 6.85, 0.00, 0.00
4470, 7.09, 7.09, 0.00, 0.00
4471, 6.50, 6.50, 0.00, 0.00
4472, 6.56, 6.56, 0.00, 0.00
4473, 6.89, 6.89, 0.00, 0.00
4474, 7.03, 7.03, 0.00, 0.00
4475, 7.32, 7.32, 0.00, 0.00
4476, 6.51, 6.51, 0.00, 0.00
4477, 6.91, 6.91, 0.00, 0.00
4478, 7.07, 7.07, 0.00, 0.00
4479, 7.17, 7.17, 0.00, 0.00
4480, 6.61, 6.61, 0.00, 0.00
4481, 6.89, 6.89, 0.00, 0.00
4482, 7.35, 7.35, 0.00, 0.00
4483, 6.76, 6.76, 0.00, 0.00
4484, 6.86, 6.86, 0.00, 0.00
4485, 6.80, 6.80, 0.00, 0.00
4486, 6.92, 6.92, 0.00, 0.00
4487, 6.96, 6.96, 0.00, 0.00
4488, 7.06, 7.06, 0.00, 0.00
4489, 6.90, 6.90, 0.00, 0.00
4490, 7.01, 7.01, 0.00, 0.00
4491, 6.85, 6.85, 0.00, 0.00
4492, 6.95, 6.95, 0.00, 0.00
4493, 6.86, 6.86, 0.00, 0.00
4494, 6.96, 6.96, 0.00, 0.00
4495, 6.99, 6.99, 0.00, 0.00
4496, 7.04, 7.04, 0.00, 0.00
4497, 7.07, 7.07, 0.00, 0.00
4498, 6.67, 6.67, 0.00, 0.00
4499, 6.98, 6.98, 0.00, 0.00
4500, 7.06, 7.06, 0.00, 0.00
4501, 7.76, 7.76, 0.00, 0.00
4502, 7.27, 7.27, 0.00, 0.00
4503, 6.38, 6.38, 0.00, 0.00
4504, 6.64, 6.64, 0.00, 0.00
4505, 6.74, 6.74, 0.00, 0.00
4506, 6.82, 6.82, 0.00, 0.00
4507, 6.82, 6.82, 0.00, 0.00
4508, 7.00, 7.00, 0.00, 0.00
4509, 7.03, 7.03, 0.00, 0.00
4510, 6.90, 6.90, 0.00, 0.00
4511, 6.86, 6.86, 0.00, 0.00
4512, 7.03, 7.03, 0.00, 0.00
4513, 7.09, 7.09, 0.00, 0.00
4514, 6.79, 6.79, 0.00, 0.00
4515, 6.91, 6.91, 0.00, 0.00
4516, 6.89, 6.89, 0.00, 0.00
4517, 6.98, 6.98, 0.00, 0.00
4518, 6.97, 6.97, 0.00, 0.00
4519, 6.97, 6.97, 0.00, 0.00
4520, 6.97, 6.97, 0.00, 0.00
4521, 6.95, 6.95, 0.00, 0.00
4522, 6.89, 6.89, 0.00, 0.00
4523, 6.92, 6.92, 0.00, 0.00
4524, 7.02, 7.02, 0.00, 0.00
4525, 7.08, 7.08, 0.00, 0.00
4526, 7.01, 7.01, 0.00, 0.00
4527, 6.83, 6.83, 0.00, 0.00
4528, 6.91, 6.91, 0.00, 0.00
4529, 6.90, 6.90, 0.00, 0.00
4530, 6.86, 6.86, 0.00, 0.00
4531, 6.97, 6.97, 0.00, 0.00
4532, 6.93, 6.93, 0.00, 0.00
4533, 7.03, 7.03, 0.00, 0.00
4534, 7.02, 7.02, 0.00, 0.00
4535, 6.81, 6.81, 0.00, 0.00
4536, 6.97, 6.97, 0.00, 0.00
4537, 6.91, 6.91, 0.00, 0.00
4538, 7.67, 7.67, 0.00, 0.00
4539, 6.98, 6.98, 0.00, 0.00
4540, 6.36, 6.36, 0.00, 0.00
4541, 7.16, 7.16, 0.00, 0.00
4542, 6.76, 6.76, 0.00, 0.00
4543, 6.73, 6.73, 0.00, 0.00
4544, 7.14, 7.14, 0.00, 0.00
4545, 6.66, 6.66, 0.00, 0.00
4546, 7.42, 7.42, 0.00, 0.00
4547, 6.61, 6.61, 0.00, 0.00
4548, 7.06, 7.06, 0.00, 0.00
4549, 6.80, 6.80, 0.00, 0.00
4550, 6.82, 6.82, 0.00, 0.00
4551, 8.16, 8.16, 0.00, 0.00
4552, 6.32, 6.32, 0.00, 0.00
4553, 6.57, 6.57, 0.00, 0.00
4554, 6.80, 6.80, 0.00, 0.00
4555, 7.01, 7.01, 0.00, 0.00
4556, 6.90, 6.90, 0.00, 0.00
4557, 7.06, 7.06, 0.00, 0.00
4558, 6.78, 6.78, 0.00, 0.00
4559, 6.96, 6.96, 0.00, 0.00
4560, 7.15, 7.15, 0.00, 0.00
4561, 6.66, 6.66, 0.00, 0.00
4562, 7.08, 7.08, 0.00, 0.00
4563, 7.16, 7.16, 0.00, 0.00
4564, 6.85, 6.85, 0.00, 0.00
4565, 6.71, 6.71, 0.00, 0.00
4566, 7.06, 7.06, 0.00, 0.00
4567, 6.87, 6.87, 0.00, 0.00
4568, 6.98, 6.98, 0.00, 0.00
4569, 6.98, 6.98, 0.00, 0.00
4570, 6.91, 6.91, 0.00, 0.00
4571, 6.95, 6.95, 0.00, 0.00
4572, 6.94, 6.94, 0.00, 0.00
4573, 6.97, 6.97, 0.00, 0.00
4574, 7.01, 7.01, 0.00, 0.00
4575, 7.32, 7.32, 0.00, 0.00
4576, 6.57, 6.57, 0.00, 0.00
4577, 6.92, 6.92, 0.00, 0.00
4578, 6.85, 6.85, 0.00, 0.00
4579, 7.53, 7.53, 0.00, 0.00
4580, 6.52, 6.52, 0.00, 0.00
4581, 6.86, 6.86, 0.00, 0.00
4582, 6.85, 6.85, 0.00, 0.00
4583, 7.00, 7.00, 0.00, 0.00
4584, 7.01, 7.01, 0.00, 0.00
4585, 6.86, 6.86, 0.00, 0.00
4586, 7.42, 7.42, 0.00, 0.00
4587, 6.75, 6.75, 0.00, 0.00
4588, 6.70, 6.70, 0.00, 0.00
4589, 6.89, 6.89, 0.00, 0.00
4590, 7.01, 7.01, 0.00, 0.00
4591, 6.87, 6.87, 0.00, 0.00
4592, 6.90, 6.90, 0.00, 0.00
4593, 7.40, 7.40, 0.00, 0.00
4594, 6.80, 6.80, 0.00, 0.00
4595, 6.92, 6.92, 0.00, 0.00
4596, 6.83, 6.83, 0.00, 0.00
4597, 6.83, 6.83, 0.00, 0.00
4598, 7.02, 7.02, 0.00, 0.00
4599, 7.12, 7.12, 0.00, 0.00
4600, 6.83, 6.83, 0.00, 0.00
4601, 6.86, 6.86, 0.00, 0.00
4602, 7.01, 7.01, 0.00, 0.00
4603, 6.81, 6.81, 0.00, 0.00
4604, 7.42, 7.42, 0.00, 0.00
4605, 6.68, 6.68, 0.00, 0.00
4606, 6.75, 6.75, 0.00, 0.00
4607, 7.05, 7.05, 0.00, 0.00
4608, 6.91, 6.91, 0.00, 0.00
4609, 6.89, 6.89, 0.00, 0.00
4610, 6.98, 6.98, 0.00, 0.00
