Frame index, Frame time (ms), DLSS-G Frame Duration (ms), CPU memory (MB), GPU memory (MB)
1987, 7.67, 7.67, 0.00, 0.00
1988, 7.57, 7.57, 0.00, 0.00
1989, 7.13, 7.13, 0.00, 0.00
1990, 7.73, 7.73, 0.00, 0.00
1991, 7.17, 7.17, 0.00, 0.00
1992, 7.77, 7.77, 0.00, 0.00
1993, 7.72, 7.72, 0.00, 0.00
1994, 7.21, 7.21, 0.00, 0.00
1995, 7.72, 7.72, 0.00, 0.00
1996, 7.29, 7.29, 0.00, 0.00
1997, 7.97, 7.97, 0.00, 0.00
1998, 7.22, 7.22, 0.00, 0.00
1999, 7.43, 7.43, 0.00, 0.00
2000, 7.89, 7.89, 0.00, 0.00
2001, 7.22, 7.22, 0.00, 0.00
2002, 7.51, 7.51, 0.00, 0.00
2003, 7.49, 7.49, 0.00, 0.00
2004, 7.53, 7.53, 0.00, 0.00
2005, 7.24, 7.24, 0.00, 0.00
2006, 8.20, 8.20, 0.00, 0.00
2007, 7.29, 7.29, 0.00, 0.00
2008, 7.52, 7.52, 0.00, 0.00
2009, 7.80, 7.80, 0.00, 0.00
2010, 7.22, 7.22, 0.00, 0.00
2011, 7.70, 7.70, 0.00, 0.00
2012, 7.09, 7.09, 0.00, 0.00
2013, 7.98, 7.98, 0.00, 0.00
2014, 7.33, 7.33, 0.00, 0.00
2015, 7.70, 7.70, 0.00, 0.00
2016, 7.79, 7.79, 0.00, 0.00
2017, 7.24, 7.24, 0.00, 0.00
2018, 7.98, 7.98, 0.00, 0.00
2019, 7.20, 7.20, 0.00, 0.00
2020, 7.58, 7.58, 0.00, 0.00
2021, 7.55, 7.55, 0.00, 0.00
2022, 8.07, 8.07, 0.00, 0.00
2023, 7.37, 7.37, 0.00, 0.00
2024, 7.45, 7.45, 0.00, 0.00
2025, 7.85, 7.85, 0.00, 0.00
2026, 7.16, 7.16, 0.00, 0.00
2027, 7.90, 7.90, 0.00, 0.00
2028, 8.29, 8.29, 0.00, 0.00
2029, 7.49, 7.49, 0.00, 0.00
2030, 6.89, 6.89, 0.00, 0.00
2031, 7.87, 7.87, 0.00, 0.00
2032, 8.18, 8.18, 0.00, 0.00
2033, 7.25, 7.25, 0.00, 0.00
2034, 7.15, 7.15, 0.00, 0.00
2035, 8.04, 8.04, 0.00, 0.00
2036, 7.25, 7.25, 0.00, 0.00
2037, 7.88, 7.88, 0.00, 0.00
2038, 7.26, 7.26, 0.00, 0.00
2039, 7.69, 7.69, 0.00, 0.00
2040, 7.85, 7.85, 0.00, 0.00
2041, 7.42, 7.42, 0.00, 0.00
2042, 7.96, 7.96, 0.00, 0.00
2043, 7.40, 7.40, 0.00, 0.00
2044, 7.95, 7.95, 0.00, 0.00
2045, 7.41, 7.41, 0.00, 0.00
2046, 7.87, 7.87, 0.00, 0.00
2047, 7.46, 7.46, 0.00, 0.00
2048, 7.92, 7.92, 0.00, 0.00
2049, 7.63, 7.63, 0.00, 0.00
2050, 7.39, 7.39, 0.00, 0.00
2051, 7.65, 7.65, 0.00, 0.00
2052, 7.90, 7.90, 0.00, 0.00
2053, 7.46, 7.46, 0.00, 0.00
2054, 7.29, 7.29, 0.00, 0.00
2055, 7.70, 7.70, 0.00, 0.00
2056, 7.32, 7.32, 0.00, 0.00
2057, 7.60, 7.60, 0.00, 0.00
2058, 7.81, 7.81, 0.00, 0.00
2059, 7.28, 7.28, 0.00, 0.00
2060, 7.65, 7.65, 0.00, 0.00
2061, 7.93, 7.93, 0.00, 0.00
2062, 7.38, 7.38, 0.00, 0.00
2063, 7.75, 7.75, 0.00, 0.00
2064, 7.66, 7.66, 0.00, 0.00
2065, 7.72, 7.72, 0.00, 0.00
2066, 7.30, 7.30, 0.00, 0.00
2067, 7.80, 7.80, 0.00, 0.00
2068, 7.15, 7.15, 0.00, 0.00
2069, 7.87, 7.87, 0.00, 0.00
2070, 7.80, 7.80, 0.00, 0.00
2071, 7.64, 7.64, 0.00, 0.00
2072, 7.20, 7.20, 0.00, 0.00
2073, 7.82, 7.82, 0.00, 0.00
2074, 7.11, 7.11, 0.00, 0.00
2075, 7.89, 7.89, 0.00, 0.00
2076, 7.55, 7.55, 0.00, 0.00
2077, 7.45, 7.45, 0.00, 0.00
2078, 8.41, 8.41, 0.00, 0.00
2079, 7.89, 7.89, 0.00, 0.00
2080, 6.97, 6.97, 0.00, 0.00
2081, 7.52, 7.52, 0.00, 0.00
2082, 7.65, 7.65, 0.00, 0.00
2083, 7.76, 7.76, 0.00, 0.00
2084, 7.22, 7.22, 0.00, 0.00
2085, 7.83, 7.83, 0.00, 0.00
2086, 7.36, 7.36, 0.00, 0.00
2087, 7.97, 7.97, 0.00, 0.00
2088, 7.54, 7.54, 0.00, 0.00
2089, 7.63, 7.63, 0.00, 0.00
2090, 7.91, 7.91, 0.00, 0.00
2091, 7.27, 7.27, 0.00, 0.00
2092, 7.66, 7.66, 0.00, 0.00
2093, 7.94, 7.94, 0.00, 0.00
2094, 7.42, 7.42, 0.00, 0.00
2095, 7.56, 7.56, 0.00, 0.00
2096, 7.80, 7.80, 0.00, 0.00
2097, 7.42, 7.42, 0.00, 0.00
2098, 7.96, 7.96, 0.00, 0.00
2099, 7.50, 7.50, 0.00, 0.00
2100, 7.85, 7.85, 0.00, 0.00
2101, 7.46, 7.46, 0.00, 0.00
2102, 7.89, 7.89, 0.00, 0.00
2103, 7.92, 7.92, 0.00, 0.00
2104, 8.60, 8.60, 0.00, 0.00
2105, 7.78, 7.78, 0.00, 0.00
2106, 7.38, 7.38, 0.00, 0.00
2107, 7.65, 7.65, 0.00, 0.00
2108, 6.98, 6.98, 0.00, 0.00
2109, 7.72, 7.72, 0.00, 0.00
2110, 7.64, 7.64, 0.00, 0.00
2111, 7.94, 7.94, 0.00, 0.00
2112, 7.29, 7.29, 0.00, 0.00
2113, 7.75, 7.75, 0.00, 0.00
2114, 7.92, 7.92, 0.00, 0.00
2115, 7.46, 7.46, 0.00, 0.00
2116, 8.02, 8.02, 0.00, 0.00
2117, 7.55, 7.55, 0.00, 0.00
2118, 7.79, 7.79, 0.00, 0.00
2119, 7.51, 7.51, 0.00, 0.00
2120, 7.85, 7.85, 0.00, 0.00
2121, 7.61, 7.61, 0.00, 0.00
2122, 7.87, 7.87, 0.00, 0.00
2123, 7.38, 7.38, 0.00, 0.00
2124, 7.77, 7.77, 0.00, 0.00
2125, 7.82, 7.82, 0.00, 0.00
2126, 7.60, 7.60, 0.00, 0.00
2127, 7.75, 7.75, 0.00, 0.00
2128, 7.66, 7.66, 0.00, 0.00
2129, 7.65, 7.65, 0.00, 0.00
2130, 7.47, 7.47, 0.00, 0.00
2131, 7.95, 7.95, 0.00, 0.00
2132, 7.50, 7.50, 0.00, 0.00
2133, 8.00, 8.00, 0.00, 0.00
2134, 7.16, 7.16, 0.00, 0.00
2135, 7.81, 7.81, 0.00, 0.00
2136, 7.45, 7.45, 0.00, 0.00
2137, 8.05, 8.05, 0.00, 0.00
2138, 7.40, 7.40, 0.00, 0.00
2139, 7.54, 7.54, 0.00, 0.00
2140, 7.96, 7.96, 0.00, 0.00
2141, 7.31, 7.31, 0.00, 0.00
2142, 8.08, 8.08, 0.00, 0.00
2143, 7.46, 7.46, 0.00, 0.00
2144, 7.82, 7.82, 0.00, 0.00
2145, 7.43, 7.43, 0.00, 0.00
2146, 7.79, 7.79, 0.00, 0.00
2147, 7.67, 7.67, 0.00, 0.00
2148, 7.70, 7.70, 0.00, 0.00
2149, 7.57, 7.57, 0.00, 0.00
2150, 7.74, 7.74, 0.00, 0.00
2151, 7.60, 7.60, 0.00, 0.00
2152, 7.61, 7.61, 0.00, 0.00
2153, 7.98, 7.98, 0.00, 0.00
2154, 7.56, 7.56, 0.00, 0.00
2155, 7.76, 7.76, 0.00, 0.00
2156, 7.42, 7.42, 0.00, 0.00
2157, 7.85, 7.85, 0.00, 0.00
2158, 7.40, 7.40, 0.00, 0.00
2159, 7.84, 7.84, 0.00, 0.00
2160, 7.84, 7.84, 0.00, 0.00
2161, 7.19, 7.19, 0.00, 0.00
2162, 7.92, 7.92, 0.00, 0.00
2163, 7.63, 7.63, 0.00, 0.00
2164, 7.79, 7.79, 0.00, 0.00
2165, 7.73, 7.73, 0.00, 0.00
2166, 7.61, 7.61, 0.00, 0.00
2167, 8.16, 8.16, 0.00, 0.00
2168, 7.18, 7.18, 0.00, 0.00
2169, 7.46, 7.46, 0.00, 0.00
2170, 7.62, 7.62, 0.00, 0.00
2171, 7.78, 7.78, 0.00, 0.00
2172, 7.42, 7.42, 0.00, 0.00
2173, 8.28, 8.28, 0.00, 0.00
2174, 7.56, 7.56, 0.00, 0.00
2175, 7.40, 7.40, 0.00, 0.00
2176, 8.24, 8.24, 0.00, 0.00
2177, 7.26, 7.26, 0.00, 0.00
2178, 7.47, 7.47, 0.00, 0.00
2179, 7.76, 7.76, 0.00, 0.00
2180, 7.61, 7.61, 0.00, 0.00
2181, 7.44, 7.44, 0.00, 0.00
2182, 7.62, 7.62, 0.00, 0.00
2183, 7.68, 7.68, 0.00, 0.00
2184, 7.44, 7.44, 0.00, 0.00
2185, 7.61, 7.61, 0.00, 0.00
2186, 7.65, 7.65, 0.00, 0.00
2187, 8.24, 8.24, 0.00, 0.00
2188, 7.24, 7.24, 0.00, 0.00
2189, 7.77, 7.77, 0.00, 0.00
2190, 7.82, 7.82, 0.00, 0.00
2191, 7.19, 7.19, 0.00, 0.00
2192, 8.20, 8.20, 0.00, 0.00
2193, 7.47, 7.47, 0.00, 0.00
2194, 7.70, 7.70, 0.00, 0.00
2195, 7.84, 7.84, 0.00, 0.00
2196, 7.40, 7.40, 0.00, 0.00
2197, 8.21, 8.21, 0.00, 0.00
2198, 7.44, 7.44, 0.00, 0.00
2199, 7.83, 7.83, 0.00, 0.00
2200, 7.42, 7.42, 0.00, 0.00
2201, 7.59, 7.59, 0.00, 0.00
2202, 7.93, 7.93, 0.00, 0.00
2203, 7.26, 7.26, 0.00, 0.00
2204, 7.81, 7.81, 0.00, 0.00
2205, 7.29, 7.29, 0.00, 0.00
2206, 7.64, 7.64, 0.00, 0.00
2207, 8.15, 8.15, 0.00, 0.00
2208, 7.10, 7.10, 0.00, 0.00
2209, 7.97, 7.97, 0.00, 0.00
2210, 7.53, 7.53, 0.00, 0.00
2211, 8.04, 8.04, 0.00, 0.00
2212, 7.17, 7.17, 0.00, 0.00
2213, 7.77, 7.77, 0.00, 0.00
2214, 7.71, 7.71, 0.00, 0.00
2215, 7.35, 7.35, 0.00, 0.00
2216, 7.80, 7.80, 0.00, 0.00
2217, 7.41, 7.41, 0.00, 0.00
2218, 7.75, 7.75, 0.00, 0.00
2219, 7.36, 7.36, 0.00, 0.00
2220, 7.83, 7.83, 0.00, 0.00
2221, 7.16, 7.16, 0.00, 0.00
2222, 7.98, 7.98, 0.00, 0.00
2223, 7.34, 7.34, 0.00, 0.00
2224, 7.78, 7.78, 0.00, 0.00
2225, 7.53, 7.53, 0.00, 0.00
2226, 7.52, 7.52, 0.00, 0.00
2227, 7.67, 7.67, 0.00, 0.00
2228, 7.67, 7.67, 0.00, 0.00
2229, 7.28, 7.28, 0.00, 0.00
2230, 7.76, 7.76, 0.00, 0.00
2231, 7.36, 7.36, 0.00, 0.00
2232, 7.42, 7.42, 0.00, 0.00
2233, 7.81, 7.81, 0.00, 0.00
2234, 7.28, 7.28, 0.00, 0.00
2235, 7.39, 7.39, 0.00, 0.00
2236, 8.34, 8.34, 0.00, 0.00
2237, 7.28, 7.28, 0.00, 0.00
2238, 7.08, 7.08, 0.00, 0.00
2239, 7.54, 7.54, 0.00, 0.00
2240, 7.43, 7.43, 0.00, 0.00
2241, 7.69, 7.69, 0.00, 0.00
2242, 7.47, 7.47, 0.00, 0.00
2243, 7.42, 7.42, 0.00, 0.00
2244, 7.74, 7.74, 0.00, 0.00
2245, 7.20, 7.20, 0.00, 0.00
2246, 7.65, 7.65, 0.00, 0.00
2247, 7.90, 7.90, 0.00, 0.00
2248, 7.14, 7.14, 0.00, 0.00
2249, 7.89, 7.89, 0.00, 0.00
2250, 7.59, 7.59, 0.00, 0.00
2251, 7.69, 7.69, 0.00, 0.00
2252, 7.57, 7.57, 0.00, 0.00
2253, 7.78, 7.78, 0.00, 0.00
2254, 7.20, 7.20, 0.00, 0.00
2255, 7.89, 7.89, 0.00, 0.00
2256, 7.19, 7.19, 0.00, 0.00
2257, 7.43, 7.43, 0.00, 0.00
2258, 7.67, 7.67, 0.00, 0.00
2259, 7.65, 7.65, 0.00, 0.00
2260, 7.38, 7.38, 0.00, 0.00
2261, 7.81, 7.81, 0.00, 0.00
2262, 7.14, 7.14, 0.00, 0.00
2263, 7.78, 7.78, 0.00, 0.00
2264, 7.23, 7.23, 0.00, 0.00
2265, 7.82, 7.82, 0.00, 0.00
2266, 7.20, 7.20, 0.00, 0.00
2267, 7.41, 7.41, 0.00, 0.00
2268, 7.86, 7.86, 0.00, 0.00
2269, 7.33, 7.33, 0.00, 0.00
2270, 7.60, 7.60, 0.00, 0.00
2271, 7.52, 7.52, 0.00, 0.00
2272, 7.80, 7.80, 0.00, 0.00
2273, 7.23, 7.23, 0.00, 0.00
2274, 7.43, 7.43, 0.00, 0.00
2275, 7.70, 7.70, 0.00, 0.00
2276, 7.34, 7.34, 0.00, 0.00
2277, 7.78, 7.78, 0.00, 0.00
2278, 7.32, 7.32, 0.00, 0.00
2279, 7.98, 7.98, 0.00, 0.00
2280, 7.39, 7.39, 0.00, 0.00
2281, 7.77, 7.77, 0.00, 0.00
2282, 7.70, 7.70, 0.00, 0.00
2283, 7.41, 7.41, 0.00, 0.00
2284, 7.56, 7.56, 0.00, 0.00
2285, 7.42, 7.42, 0.00, 0.00
2286, 7.85, 7.85, 0.00, 0.00
2287, 7.49, 7.49, 0.00, 0.00
2288, 7.67, 7.67, 0.00, 0.00
2289, 7.91, 7.91, 0.00, 0.00
2290, 7.46, 7.46, 0.00, 0.00
2291, 7.85, 7.85, 0.00, 0.00
2292, 7.21, 7.21, 0.00, 0.00
2293, 7.93, 7.93, 0.00, 0.00
2294, 7.59, 7.59, 0.00, 0.00
2295, 7.78, 7.78, 0.00, 0.00
2296, 7.48, 7.48, 0.00, 0.00
2297, 7.63, 7.63, 0.00, 0.00
2298, 7.78, 7.78, 0.00, 0.00
2299, 7.45, 7.45, 0.00, 0.00
2300, 7.75, 7.75, 0.00, 0.00
2301, 7.99, 7.99, 0.00, 0.00
2302, 6.85, 6.85, 0.00, 0.00
2303, 8.06, 8.06, 0.00, 0.00
2304, 7.49, 7.49, 0.00, 0.00
2305, 7.50, 7.50, 0.00, 0.00
2306, 7.78, 7.78, 0.00, 0.00
2307, 7.93, 7.93, 0.00, 0.00
2308, 7.87, 7.87, 0.00, 0.00
2309, 7.36, 7.36, 0.00, 0.00
2310, 7.99, 7.99, 0.00, 0.00
2311, 7.25, 7.25, 0.00, 0.00
2312, 7.97, 7.97, 0.00, 0.00
2313, 7.40, 7.40, 0.00, 0.00
2314, 7.81, 7.81, 0.00, 0.00
2315, 7.47, 7.47, 0.00, 0.00
2316, 8.09, 8.09, 0.00, 0.00
2317, 7.29, 7.29, 0.00, 0.00
2318, 7.99, 7.99, 0.00, 0.00
2319, 7.76, 7.76, 0.00, 0.00
2320, 7.61, 7.61, 0.00, 0.00
2321, 8.02, 8.02, 0.00, 0.00
2322, 7.58, 7.58, 0.00, 0.00
2323, 7.93, 7.93, 0.00, 0.00
2324, 8.01, 8.01, 0.00, 0.00
2325, 7.83, 7.83, 0.00, 0.00
2326, 7.96, 7.96, 0.00, 0.00
2327, 7.86, 7.86, 0.00, 0.00
2328, 8.21, 8.21, 0.00, 0.00
2329, 7.61, 7.61, 0.00, 0.00
2330, 8.45, 8.45, 0.00, 0.00
2331, 7.43, 7.43, 0.00, 0.00
2332, 8.04, 8.04, 0.00, 0.00
2333, 8.12, 8.12, 0.00, 0.00
2334, 7.88, 7.88, 0.00, 0.00
2335, 7.42, 7.42, 0.00, 0.00
2336, 8.06, 8.06, 0.00, 0.00
2337, 7.81, 7.81, 0.00, 0.00
2338, 7.84, 7.84, 0.00, 0.00
2339, 8.19, 8.19, 0.00, 0.00
2340, 7.45, 7.45, 0.00, 0.00
2341, 7.89, 7.89, 0.00, 0.00
2342, 8.17, 8.17, 0.00, 0.00
2343, 7.64, 7.64, 0.00, 0.00
2344, 8.21, 8.21, 0.00, 0.00
2345, 7.53, 7.53, 0.00, 0.00
2346, 8.15, 8.15, 0.00, 0.00
2347, 7.72, 7.72, 0.00, 0.00
2348, 7.42, 7.42, 0.00, 0.00
2349, 8.04, 8.04, 0.00, 0.00
2350, 7.40, 7.40, 0.00, 0.00
2351, 7.81, 7.81, 0.00, 0.00
2352, 7.74, 7.74, 0.00, 0.00
2353, 7.98, 7.98, 0.00, 0.00
2354, 7.48, 7.48, 0.00, 0.00
2355, 7.83, 7.83, 0.00, 0.00
2356, 7.89, 7.89, 0.00, 0.00
2357, 7.36, 7.36, 0.00, 0.00
2358, 8.22, 8.22, 0.00, 0.00
2359, 7.58, 7.58, 0.00, 0.00
2360, 8.18, 8.18, 0.00, 0.00
2361, 7.24, 7.24, 0.00, 0.00
2362, 7.94, 7.94, 0.00, 0.00
2363, 9.73, 9.73, 0.00, 0.00
2364, 7.80, 7.80, 0.00, 0.00
2365, 7.50, 7.50, 0.00, 0.00
2366, 7.97, 7.97, 0.00, 0.00
2367, 7.76, 7.76, 0.00, 0.00
2368, 7.88, 7.88, 0.00, 0.00
2369, 7.62, 7.62, 0.00, 0.00
2370, 7.70, 7.70, 0.00, 0.00
2371, 7.96, 7.96, 0.00, 0.00
2372, 7.74, 7.74, 0.00, 0.00
2373, 7.89, 7.89, 0.00, 0.00
2374, 7.75, 7.75, 0.00, 0.00
2375, 7.99, 7.99, 0.00, 0.00
2376, 7.65, 7.65, 0.00, 0.00
2377, 7.96, 7.96, 0.00, 0.00
2378, 7.42, 7.42, 0.00, 0.00
2379, 8.16, 8.16, 0.00, 0.00
2380, 7.50, 7.50, 0.00, 0.00
2381, 8.22, 8.22, 0.00, 0.00
2382, 7.53, 7.53, 0.00, 0.00
2383, 7.99, 7.99, 0.00, 0.00
2384, 7.77, 7.77, 0.00, 0.00
2385, 7.86, 7.86, 0.00, 0.00
2386, 8.05, 8.05, 0.00, 0.00
2387, 7.57, 7.57, 0.00, 0.00
2388, 7.83, 7.83, 0.00, 0.00
2389, 7.95, 7.95, 0.00, 0.00
2390, 7.50, 7.50, 0.00, 0.00
2391, 7.93, 7.93, 0.00, 0.00
2392, 7.80, 7.80, 0.00, 0.00
2393, 8.27, 8.27, 0.00, 0.00
2394, 7.39, 7.39, 0.00, 0.00
2395, 8.32, 8.32, 0.00, 0.00
2396, 7.19, 7.19, 0.00, 0.00
2397, 8.33, 8.33, 0.00, 0.00
2398, 8.08, 8.08, 0.00, 0.00
2399, 7.32, 7.32, 0.00, 0.00
2400, 7.67, 7.67, 0.00, 0.00
2401, 8.13, 8.13, 0.00, 0.00
2402, 7.56, 7.56, 0.00, 0.00
2403, 7.89, 7.89, 0.00, 0.00
2404, 7.96, 7.96, 0.00, 0.00
2405, 7.53, 7.53, 0.00, 0.00
2406, 7.67, 7.67, 0.00, 0.00
2407, 7.95, 7.95, 0.00, 0.00
2408, 7.63, 7.63, 0.00, 0.00
2409, 7.77, 7.77, 0.00, 0.00
2410, 7.90, 7.90, 0.00, 0.00
2411, 7.92, 7.92, 0.00, 0.00
2412, 7.43, 7.43, 0.00, 0.00
2413, 7.78, 7.78, 0.00, 0.00
2414, 7.99, 7.99, 0.00, 0.00
2415, 7.42, 7.42, 0.00, 0.00
2416, 7.96, 7.96, 0.00, 0.00
2417, 7.70, 7.70, 0.00, 0.00
2418, 8.03, 8.03, 0.00, 0.00
2419, 7.63, 7.63, 0.00, 0.00
2420, 7.71, 7.71, 0.00, 0.00
2421, 7.86, 7.86, 0.00, 0.00
2422, 7.79, 7.79, 0.00, 0.00
2423, 7.71, 7.71, 0.00, 0.00
2424, 8.18, 8.18, 0.00, 0.00
2425, 7.21, 7.21, 0.00, 0.00
2426, 7.76, 7.76, 0.00, 0.00
2427, 8.11, 8.11, 0.00, 0.00
2428, 7.56, 7.56, 0.00, 0.00
2429, 7.98, 7.98, 0.00, 0.00
2430, 7.63, 7.63, 0.00, 0.00
2431, 7.62, 7.62, 0.00, 0.00
2432, 8.24, 8.24, 0.00, 0.00
2433, 7.46, 7.46, 0.00, 0.00
2434, 8.05, 8.05, 0.00, 0.00
2435, 7.48, 7.48, 0.00, 0.00
2436, 7.97, 7.97, 0.00, 0.00
2437, 7.90, 7.90, 0.00, 0.00
2438, 7.32, 7.32, 0.00, 0.00
2439, 8.56, 8.56, 0.00, 0.00
2440, 7.27, 7.27, 0.00, 0.00
2441, 7.88, 7.88, 0.00, 0.00
2442, 7.72, 7.72, 0.00, 0.00
2443, 8.18, 8.18, 0.00, 0.00
2444, 7.60, 7.60, 0.00, 0.00
2445, 7.81, 7.81, 0.00, 0.00
2446, 7.64, 7.64, 0.00, 0.00
2447, 8.35, 8.35, 0.00, 0.00
2448, 7.39, 7.39, 0.00, 0.00
2449, 8.08, 8.08, 0.00, 0.00
2450, 7.69, 7.69, 0.00, 0.00
2451, 8.06, 8.06, 0.00, 0.00
2452, 7.67, 7.67, 0.00, 0.00
2453, 7.97, 7.97, 0.00, 0.00
2454, 7.53, 7.53, 0.00, 0.00
2455, 8.03, 8.03, 0.00, 0.00
2456, 7.56, 7.56, 0.00, 0.00
2457, 8.04, 8.04, 0.00, 0.00
2458, 7.58, 7.58, 0.00, 0.00
2459, 7.62, 7.62, 0.00, 0.00
2460, 9.11, 9.11, 0.00, 0.00
2461, 7.61, 7.61, 0.00, 0.00
2462, 8.07, 8.07, 0.00, 0.00
2463, 7.05, 7.05, 0.00, 0.00
2464, 7.59, 7.59, 0.00, 0.00
2465, 8.02, 8.02, 0.00, 0.00
2466, 7.58, 7.58, 0.00, 0.00
2467, 8.16, 8.16, 0.00, 0.00
2468, 7.37, 7.37, 0.00, 0.00
2469, 8.07, 8.07, 0.00, 0.00
2470, 7.69, 7.69, 0.00, 0.00
2471, 8.32, 8.32, 0.00, 0.00
2472, 7.66, 7.66, 0.00, 0.00
2473, 8.00, 8.00, 0.00, 0.00
2474, 7.24, 7.24, 0.00, 0.00
2475, 7.61, 7.61, 0.00, 0.00
2476, 8.05, 8.05, 0.00, 0.00
2477, 7.42, 7.42, 0.00, 0.00
2478, 8.12, 8.12, 0.00, 0.00
2479, 7.83, 7.83, 0.00, 0.00
2480, 7.66, 7.66, 0.00, 0.00
2481, 7.90, 7.90, 0.00, 0.00
2482, 7.53, 7.53, 0.00, 0.00
2483, 7.75, 7.75, 0.00, 0.00
2484, 7.59, 7.59, 0.00, 0.00
2485, 8.27, 8.27, 0.00, 0.00
2486, 7.27, 7.27, 0.00, 0.00
2487, 7.76, 7.76, 0.00, 0.00
2488, 7.87, 7.87, 0.00, 0.00
2489, 7.43, 7.43, 0.00, 0.00
2490, 8.02, 8.02, 0.00, 0.00
2491, 7.75, 7.75, 0.00, 0.00
2492, 7.87, 7.87, 0.00, 0.00
2493, 7.43, 7.43, 0.00, 0.00
2494, 7.86, 7.86, 0.00, 0.00
2495, 7.59, 7.59, 0.00, 0.00
2496, 7.82, 7.82, 0.00, 0.00
2497, 7.54, 7.54, 0.00, 0.00
2498, 7.80, 7.80, 0.00, 0.00
2499, 7.95, 7.95, 0.00, 0.00
2500, 7.53, 7.53, 0.00, 0.00
2501, 7.69, 7.69, 0.00, 0.00
2502, 7.87, 7.87, 0.00, 0.00
2503, 7.71, 7.71, 0.00, 0.00
2504, 7.92, 7.92, 0.00, 0.00
2505, 7.19, 7.19, 0.00, 0.00
2506, 7.86, 7.86, 0.00, 0.00
2507, 7.58, 7.58, 0.00, 0.00
2508, 7.84, 7.84, 0.00, 0.00
2509, 7.64, 7.64, 0.00, 0.00
2510, 7.95, 7.95, 0.00, 0.00
2511, 7.54, 7.54, 0.00, 0.00
2512, 7.51, 7.51, 0.00, 0.00
2513, 8.20, 8.20, 0.00, 0.00
2514, 7.59, 7.59, 0.00, 0.00
2515, 8.26, 8.26, 0.00, 0.00
2516, 7.12, 7.12, 0.00, 0.00
2517, 7.21, 7.21, 0.00, 0.00
2518, 7.89, 7.89, 0.00, 0.00
2519, 7.88, 7.88, 0.00, 0.00
2520, 7.82, 7.82, 0.00, 0.00
2521, 7.45, 7.45, 0.00, 0.00
2522, 7.79, 7.79, 0.00, 0.00
2523, 7.88, 7.88, 0.00, 0.00
2524, 7.27, 7.27, 0.00, 0.00
2525, 7.93, 7.93, 0.00, 0.00
2526, 7.29, 7.29, 0.00, 0.00
2527, 7.67, 7.67, 0.00, 0.00
2528, 8.04, 8.04, 0.00, 0.00
2529, 7.42, 7.42, 0.00, 0.00
2530, 8.17, 8.17, 0.00, 0.00
2531, 7.40, 7.40, 0.00, 0.00
2532, 7.42, 7.42, 0.00, 0.00
2533, 7.59, 7.59, 0.00, 0.00
2534, 7.88, 7.88, 0.00, 0.00
2535, 7.25, 7.25, 0.00, 0.00
2536, 7.48, 7.48, 0.00, 0.00
2537, 8.36, 8.36, 0.00, 0.00
2538, 7.54, 7.54, 0.00, 0.00
2539, 7.61, 7.61, 0.00, 0.00
2540, 8.32, 8.32, 0.00, 0.00
2541, 7.74, 7.74, 0.00, 0.00
2542, 7.60, 7.60, 0.00, 0.00
2543, 8.05, 8.05, 0.00, 0.00
2544, 8.10, 8.10, 0.00, 0.00
2545, 7.56, 7.56, 0.00, 0.00
2546, 8.28, 8.28, 0.00, 0.00
2547, 7.68, 7.68, 0.00, 0.00
2548, 7.82, 7.82, 0.00, 0.00
2549, 8.08, 8.08, 0.00, 0.00
2550, 7.53, 7.53, 0.00, 0.00
2551, 8.11, 8.11, 0.00, 0.00
2552, 7.85, 7.85, 0.00, 0.00
2553, 8.03, 8.03, 0.00, 0.00
2554, 8.08, 8.08, 0.00, 0.00
2555, 7.45, 7.45, 0.00, 0.00
2556, 8.22, 8.22, 0.00, 0.00
2557, 7.46, 7.46, 0.00, 0.00
2558, 8.00, 8.00, 0.00, 0.00
2559, 8.45, 8.45, 0.00, 0.00
2560, 7.59, 7.59, 0.00, 0.00
2561, 7.85, 7.85, 0.00, 0.00
2562, 8.14, 8.14, 0.00, 0.00
2563, 7.59, 7.59, 0.00, 0.00
2564, 7.92, 7.92, 0.00, 0.00
2565, 8.23, 8.23, 0.00, 0.00
2566, 7.53, 7.53, 0.00, 0.00
2567, 7.69, 7.69, 0.00, 0.00
2568, 8.12, 8.12, 0.00, 0.00
2569, 7.49, 7.49, 0.00, 0.00
2570, 8.06, 8.06, 0.00, 0.00
2571, 7.96, 7.96, 0.00, 0.00
2572, 7.56, 7.56, 0.00, 0.00
2573, 7.85, 7.85, 0.00, 0.00
2574, 7.96, 7.96, 0.00, 0.00
2575, 8.10, 8.10, 0.00, 0.00
2576, 7.53, 7.53, 0.00, 0.00
2577, 8.07, 8.07, 0.00, 0.00
2578, 7.32, 7.32, 0.00, 0.00
2579, 8.17, 8.17, 0.00, 0.00
2580, 7.97, 7.97, 0.00, 0.00
2581, 7.75, 7.75, 0.00, 0.00
2582, 7.21, 7.21, 0.00, 0.00
2583, 8.27, 8.27, 0.00, 0.00
2584, 7.48, 7.48, 0.00, 0.00
2585, 8.09, 8.09, 0.00, 0.00
2586, 7.35, 7.35, 0.00, 0.00
2587, 8.03, 8.03, 0.00, 0.00
2588, 7.74, 7.74, 0.00, 0.00
2589, 7.41, 7.41, 0.00, 0.00
2590, 8.14, 8.14, 0.00, 0.00
2591, 7.32, 7.32, 0.00, 0.00
2592, 7.83, 7.83, 0.00, 0.00
